order_id,quantity,date,price,pizza_type_id
24,1,2015-01-01,16,ital_cpcllo
24,1,2015-01-01,12.5,pepperoni
24,1,2015-01-01,12.5,prsc_argla
25,1,2015-01-01,16.25,sicilian
25,1,2015-01-01,20.75,thai_ckn
26,1,2015-01-01,12,classic_dlx
26,1,2015-01-01,20.25,veggie_veg
27,1,2015-01-01,20.75,bbq_ckn
27,1,2015-01-01,16,classic_dlx
27,1,2015-01-01,20.25,spinach_fet
28,1,2015-01-01,12.75,ckn_alfredo
29,1,2015-01-01,12,green_garden
30,1,2015-01-01,20.75,thai_ckn
31,1,2015-01-01,16,mexicana
31,1,2015-01-01,9.75,pepperoni
32,1,2015-01-01,12,big_meat
32,1,2015-01-01,20.25,green_garden
32,1,2015-01-01,20.5,ital_cpcllo
32,1,2015-01-01,16.5,ital_supr
33,1,2015-01-01,20.75,bbq_ckn
33,1,2015-01-01,12,green_garden
34,1,2015-01-01,12,the_greek
35,1,2015-01-01,16,green_garden
35,1,2015-01-01,17.5,pep_msh_pep
35,1,2015-01-01,12.5,pepperoni
35,1,2015-01-01,20.75,thai_ckn
36,1,2015-01-01,16.75,bbq_ckn
36,1,2015-01-01,16,classic_dlx
37,1,2015-01-01,20.75,ital_supr
37,1,2015-01-01,20.25,mexicana
38,1,2015-01-01,10.5,hawaiian
38,1,2015-01-01,20.5,ital_cpcllo
39,1,2015-01-01,20.75,ital_supr
40,1,2015-01-01,17.950000762939453,four_cheese
40,1,2015-01-01,12.75,southw_ckn
41,1,2015-01-01,14.75,four_cheese
41,1,2015-01-01,12,green_garden
42,1,2015-01-01,12,big_meat
42,1,2015-01-01,18.5,five_cheese
42,1,2015-01-01,20.25,mexicana
42,1,2015-01-01,16.5,peppr_salami
43,1,2015-01-01,16.75,ckn_alfredo
43,1,2015-01-01,16.5,ital_supr
43,1,2015-01-01,20.75,peppr_salami
44,1,2015-01-01,12.5,spin_pesto
45,1,2015-01-01,17.950000762939453,four_cheese
45,1,2015-01-01,10.5,hawaiian
45,1,2015-01-01,16.75,thai_ckn
46,1,2015-01-01,20.75,ckn_pesto
46,1,2015-01-01,20.5,classic_dlx
46,1,2015-01-01,16.75,thai_ckn
47,1,2015-01-01,20.75,southw_ckn
47,1,2015-01-01,12,veggie_veg
48,1,2015-01-01,16.75,ckn_pesto
48,1,2015-01-01,12,green_garden
48,1,2015-01-01,20.75,prsc_argla
48,1,2015-01-01,20.75,spicy_ital
49,1,2015-01-01,20.25,sicilian
50,1,2015-01-01,25.5,the_greek
51,1,2015-01-01,20.75,bbq_ckn
51,1,2015-01-01,17.5,pep_msh_pep
52,1,2015-01-01,16.5,hawaiian
52,1,2015-01-01,20.25,mexicana
52,1,2015-01-01,20.75,spicy_ital
53,1,2015-01-01,11,pep_msh_pep
53,1,2015-01-01,16.5,spinach_supr
54,1,2015-01-01,16.5,prsc_argla
54,1,2015-01-01,20.75,thai_ckn
55,1,2015-01-01,12.5,peppr_salami
55,1,2015-01-01,20.75,spicy_ital
56,1,2015-01-01,16,classic_dlx
56,1,2015-01-01,20.25,mediterraneo
56,1,2015-01-01,16.75,southw_ckn
57,1,2015-01-01,16,classic_dlx
58,1,2015-01-01,18.5,five_cheese
58,1,2015-01-01,12.5,pepperoni
59,1,2015-01-01,12.75,ital_veggie
59,1,2015-01-01,11,pep_msh_pep
59,1,2015-01-01,15.25,pepperoni
60,1,2015-01-01,20.75,ckn_pesto
60,1,2015-01-01,14.75,four_cheese
61,1,2015-01-01,16.75,bbq_ckn
61,1,2015-01-01,20.75,ital_supr
62,1,2015-01-01,16.75,bbq_ckn
62,1,2015-01-01,16.5,spinach_supr
63,1,2015-01-01,14.5,pep_msh_pep
64,1,2015-01-01,12,big_meat
65,1,2015-01-01,11,pep_msh_pep
65,1,2015-01-01,12.25,sicilian
65,1,2015-01-01,12.5,spicy_ital
65,1,2015-01-01,16.5,spinach_supr
66,1,2015-01-01,16,classic_dlx
66,1,2015-01-01,16,ital_cpcllo
67,1,2015-01-01,20.75,southw_ckn
68,1,2015-01-01,16,classic_dlx
68,1,2015-01-01,20.75,ital_supr
68,1,2015-01-01,16.5,ital_supr
69,1,2015-01-01,20.75,bbq_ckn
70,1,2015-01-02,12.75,ital_veggie
70,1,2015-01-02,20.75,soppressata
71,1,2015-01-02,20.75,thai_ckn
72,1,2015-01-02,20.25,spinach_fet
73,1,2015-01-02,12.75,thai_ckn
74,1,2015-01-02,18.5,five_cheese
74,1,2015-01-02,20.25,mexicana
74,1,2015-01-02,12.5,spin_pesto
74,1,2015-01-02,20.75,spinach_supr
75,1,2015-01-02,12.5,ital_supr
75,1,2015-01-02,20.25,mediterraneo
75,1,2015-01-02,20.5,napolitana
76,1,2015-01-02,12,big_meat
76,1,2015-01-02,16.5,hawaiian
76,1,2015-01-02,21,ital_veggie
76,1,2015-01-02,20.75,spicy_ital
77,1,2015-01-02,16.75,bbq_ckn
77,1,2015-01-02,13.25,hawaiian
78,1,2015-01-02,12,big_meat
78,1,2015-01-02,12,classic_dlx
78,1,2015-01-02,17.950000762939453,four_cheese
78,1,2015-01-02,16,ital_cpcllo
78,3,2015-01-02,20.75,spicy_ital
78,1,2015-01-02,12.75,thai_ckn
79,1,2015-01-02,20.5,ital_cpcllo
79,1,2015-01-02,11,pep_msh_pep
79,1,2015-01-02,20.75,thai_ckn
80,1,2015-01-02,9.75,pepperoni
80,1,2015-01-02,16.75,thai_ckn
81,1,2015-01-02,20.75,thai_ckn
82,1,2015-01-02,12,big_meat
82,1,2015-01-02,16.75,cali_ckn
82,1,2015-01-02,20.75,spicy_ital
82,1,2015-01-02,16,veggie_veg
83,1,2015-01-02,12.75,southw_ckn
84,1,2015-01-02,15.25,pepperoni
85,1,2015-01-02,16,classic_dlx
85,1,2015-01-02,12,classic_dlx
85,1,2015-01-02,20.75,ital_supr
85,1,2015-01-02,16,the_greek
86,1,2015-01-02,16.5,hawaiian
87,1,2015-01-02,16,ital_cpcllo
87,1,2015-01-02,16,mexicana
87,1,2015-01-02,20.75,spinach_supr
87,1,2015-01-02,12.5,spinach_supr
88,1,2015-01-02,18.5,five_cheese
89,1,2015-01-02,20.75,soppressata
89,1,2015-01-02,20.75,thai_ckn
90,1,2015-01-02,20.25,sicilian
90,1,2015-01-02,12.75,thai_ckn
91,2,2015-01-02,20.75,bbq_ckn
91,1,2015-01-02,12.75,ckn_pesto
91,1,2015-01-02,9.75,pepperoni
92,1,2015-01-02,16.75,bbq_ckn
92,1,2015-01-02,20.75,ital_supr
92,1,2015-01-02,16.5,ital_supr
92,1,2015-01-02,12.75,ital_veggie
92,1,2015-01-02,12.5,pepperoni
92,1,2015-01-02,16.5,peppr_salami
92,1,2015-01-02,12,spinach_fet
92,1,2015-01-02,12.5,spinach_supr
92,2,2015-01-02,16,the_greek
93,1,2015-01-02,16.25,sicilian
94,1,2015-01-02,16,ital_cpcllo
94,1,2015-01-02,12.75,southw_ckn
95,1,2015-01-02,12,napolitana
95,1,2015-01-02,20.75,peppr_salami
96,1,2015-01-02,12,napolitana
97,1,2015-01-02,12,big_meat
98,1,2015-01-02,20.5,classic_dlx
98,1,2015-01-02,20.5,napolitana
99,1,2015-01-02,20.75,ital_supr
100,1,2015-01-02,16.5,hawaiian
101,1,2015-01-02,20.75,cali_ckn
101,1,2015-01-02,15.25,pepperoni
101,1,2015-01-02,20.75,soppressata
101,1,2015-01-02,16.5,spicy_ital
102,1,2015-01-02,12.75,bbq_ckn
102,1,2015-01-02,12.5,prsc_argla
103,1,2015-01-02,12.5,spinach_supr
104,1,2015-01-02,16.75,bbq_ckn
104,1,2015-01-02,16.75,ckn_alfredo
104,1,2015-01-02,16.75,ital_veggie
104,1,2015-01-02,20.25,veggie_veg
105,2,2015-01-02,10.5,hawaiian
105,1,2015-01-02,15.25,pepperoni
105,1,2015-01-02,16.5,prsc_argla
106,1,2015-01-02,20.25,mexicana
106,1,2015-01-02,20.75,spicy_ital
107,1,2015-01-02,20.75,cali_ckn
107,1,2015-01-02,16.5,ital_supr
107,1,2015-01-02,20.75,spicy_ital
107,1,2015-01-02,20.25,veggie_veg
108,1,2015-01-02,20.5,classic_dlx
108,1,2015-01-02,16.5,hawaiian
108,1,2015-01-02,20.75,spinach_supr
109,1,2015-01-02,20.5,ital_cpcllo
109,1,2015-01-02,20.75,ital_supr
109,1,2015-01-02,12.5,pepperoni
109,1,2015-01-02,20.75,prsc_argla
110,1,2015-01-02,12,big_meat
110,1,2015-01-02,20.5,napolitana
110,1,2015-01-02,20.75,soppressata
110,1,2015-01-02,12.5,spicy_ital
111,1,2015-01-02,16.75,cali_ckn
111,1,2015-01-02,18.5,five_cheese
111,1,2015-01-02,12.5,pepperoni
111,1,2015-01-02,20.75,spin_pesto
112,1,2015-01-02,9.75,pepperoni
113,1,2015-01-02,20.75,cali_ckn
113,1,2015-01-02,20.25,mexicana
113,1,2015-01-02,16.75,southw_ckn
114,1,2015-01-02,15.25,pepperoni
114,1,2015-01-02,12.25,sicilian
115,1,2015-01-02,12,big_meat
115,1,2015-01-02,20.5,napolitana
115,1,2015-01-02,16.75,thai_ckn
116,1,2015-01-02,18.5,five_cheese
117,1,2015-01-02,16.5,peppr_salami
117,1,2015-01-02,20.25,sicilian
118,1,2015-01-02,20.75,prsc_argla
118,1,2015-01-02,12,spinach_fet
119,1,2015-01-02,14.75,four_cheese
120,1,2015-01-02,12,classic_dlx
120,1,2015-01-02,10.5,hawaiian
120,1,2015-01-02,20.25,spinach_fet
121,1,2015-01-02,16.75,bbq_ckn
121,1,2015-01-02,17.950000762939453,four_cheese
121,1,2015-01-02,20.25,sicilian
121,1,2015-01-02,20.75,southw_ckn
122,1,2015-01-02,16.5,ital_supr
123,1,2015-01-02,12,ital_cpcllo
124,1,2015-01-02,12.75,bbq_ckn
124,1,2015-01-02,20.25,sicilian
124,1,2015-01-02,20.75,spicy_ital
124,1,2015-01-02,12,the_greek
125,1,2015-01-02,25.5,the_greek
126,1,2015-01-02,20.25,veggie_veg
127,1,2015-01-02,12.5,pepperoni
128,1,2015-01-02,12.5,spicy_ital
129,1,2015-01-02,12,big_meat
129,1,2015-01-02,16,the_greek
130,1,2015-01-02,10.5,hawaiian
130,1,2015-01-02,20.5,ital_cpcllo
130,1,2015-01-02,16,mexicana
130,1,2015-01-02,12.75,southw_ckn
131,1,2015-01-02,20.75,ckn_pesto
131,1,2015-01-02,18.5,five_cheese
131,1,2015-01-02,12,green_garden
131,1,2015-01-02,12.5,spinach_supr
132,1,2015-01-02,9.75,pepperoni
133,1,2015-01-02,20.75,bbq_ckn
133,1,2015-01-02,16.5,hawaiian
133,1,2015-01-02,12,the_greek
134,1,2015-01-02,12,big_meat
134,1,2015-01-02,20.75,southw_ckn
134,1,2015-01-02,12.5,spinach_supr
135,1,2015-01-02,20.25,veggie_veg
136,1,2015-01-02,18.5,five_cheese
136,1,2015-01-02,12.5,peppr_salami
137,1,2015-01-03,20.25,mediterraneo
137,1,2015-01-03,9.75,pepperoni
137,1,2015-01-03,16.5,spicy_ital
138,1,2015-01-03,16.75,cali_ckn
138,1,2015-01-03,17.950000762939453,four_cheese
138,1,2015-01-03,21,ital_veggie
138,1,2015-01-03,16.25,sicilian
139,1,2015-01-03,18.5,five_cheese
140,1,2015-01-03,12.5,prsc_argla
140,1,2015-01-03,16,veggie_veg
141,1,2015-01-03,16,classic_dlx
142,1,2015-01-03,16,green_garden
143,1,2015-01-03,12.75,cali_ckn
143,1,2015-01-03,12,classic_dlx
143,1,2015-01-03,16.5,hawaiian
143,1,2015-01-03,16,mexicana
143,1,2015-01-03,15.25,pepperoni
143,1,2015-01-03,12.5,prsc_argla
143,1,2015-01-03,20.75,thai_ckn
143,1,2015-01-03,16,veggie_veg
144,3,2015-01-03,16.75,bbq_ckn
144,1,2015-01-03,12,big_meat
144,1,2015-01-03,20.75,cali_ckn
144,1,2015-01-03,16.75,ckn_pesto
144,1,2015-01-03,18.5,five_cheese
144,1,2015-01-03,17.950000762939453,four_cheese
144,1,2015-01-03,11,pep_msh_pep
144,1,2015-01-03,20.75,southw_ckn
144,1,2015-01-03,12.75,southw_ckn
144,1,2015-01-03,20.75,spicy_ital
144,1,2015-01-03,16.75,thai_ckn
144,1,2015-01-03,20.25,veggie_veg
145,1,2015-01-03,12,the_greek
146,1,2015-01-03,20.75,cali_ckn
146,1,2015-01-03,14.75,four_cheese
146,1,2015-01-03,13.25,hawaiian
147,1,2015-01-03,25.5,the_greek
148,1,2015-01-03,12,mediterraneo
149,1,2015-01-03,16,spinach_fet
150,1,2015-01-03,12.5,pepperoni
151,1,2015-01-03,20.75,southw_ckn
151,1,2015-01-03,12.5,spinach_supr
152,1,2015-01-03,10.5,hawaiian
152,1,2015-01-03,20.25,spinach_fet
152,1,2015-01-03,12.75,thai_ckn
152,1,2015-01-03,16,the_greek
153,1,2015-01-03,16,mexicana
154,1,2015-01-03,12.5,prsc_argla
155,1,2015-01-03,12.75,ckn_pesto
155,1,2015-01-03,20.5,napolitana
155,1,2015-01-03,15.25,pepperoni
155,1,2015-01-03,20.75,peppr_salami
156,1,2015-01-03,16,napolitana
156,1,2015-01-03,20.75,thai_ckn
157,1,2015-01-03,20.75,ital_supr
157,1,2015-01-03,16,mediterraneo
157,1,2015-01-03,16.25,sicilian
157,1,2015-01-03,16.5,spin_pesto
158,1,2015-01-03,16.75,ital_veggie
158,1,2015-01-03,16.75,thai_ckn
159,1,2015-01-03,17.950000762939453,four_cheese
159,1,2015-01-03,16.75,thai_ckn
160,1,2015-01-03,16,classic_dlx
161,1,2015-01-03,10.5,hawaiian
161,1,2015-01-03,16.5,spicy_ital
161,1,2015-01-03,25.5,the_greek
162,1,2015-01-03,12,big_meat
163,1,2015-01-03,13.25,hawaiian
163,1,2015-01-03,15.25,pepperoni
163,1,2015-01-03,16,the_greek
164,1,2015-01-03,20.75,cali_ckn
164,1,2015-01-03,12.5,pepperoni
165,1,2015-01-03,16.5,prsc_argla
166,1,2015-01-03,12.5,prsc_argla
167,1,2015-01-03,20.75,bbq_ckn
167,1,2015-01-03,16.5,ital_supr
167,1,2015-01-03,12.5,pepperoni
168,1,2015-01-03,12,big_meat
168,1,2015-01-03,16,veggie_veg
169,1,2015-01-03,17.950000762939453,four_cheese
169,1,2015-01-03,12,ital_cpcllo
169,1,2015-01-03,16.25,sicilian
170,1,2015-01-03,16.5,hawaiian
171,1,2015-01-03,16,napolitana
172,1,2015-01-03,12,napolitana
172,1,2015-01-03,16.5,spinach_supr
172,1,2015-01-03,20.75,thai_ckn
173,1,2015-01-03,16.75,cali_ckn
173,1,2015-01-03,16,classic_dlx
173,1,2015-01-03,20.25,veggie_veg
174,1,2015-01-03,12,big_meat
174,1,2015-01-03,20.75,cali_ckn
174,1,2015-01-03,16.75,cali_ckn
174,1,2015-01-03,16,ital_cpcllo
175,1,2015-01-03,20.75,ital_supr
176,1,2015-01-03,20.75,cali_ckn
176,1,2015-01-03,16.5,peppr_salami
177,1,2015-01-03,12,napolitana
177,1,2015-01-03,20.75,thai_ckn
178,1,2015-01-03,20.75,peppr_salami
179,1,2015-01-03,16.5,hawaiian
179,1,2015-01-03,16.25,sicilian
179,1,2015-01-03,12,veggie_veg
180,1,2015-01-03,20.5,classic_dlx
180,1,2015-01-03,20.75,prsc_argla
181,1,2015-01-03,20.25,mexicana
182,1,2015-01-03,23.649999618530273,brie_carre
182,1,2015-01-03,20.75,peppr_salami
183,1,2015-01-03,16,napolitana
183,1,2015-01-03,20.75,spin_pesto
183,1,2015-01-03,12.5,spin_pesto
184,1,2015-01-03,16.5,hawaiian
185,1,2015-01-03,16.25,sicilian
185,1,2015-01-03,12.5,spin_pesto
186,1,2015-01-03,20.25,mexicana
186,1,2015-01-03,20.75,southw_ckn
186,1,2015-01-03,20.75,spin_pesto
186,1,2015-01-03,20.75,thai_ckn
187,1,2015-01-03,18.5,five_cheese
187,1,2015-01-03,20.75,spin_pesto
188,1,2015-01-03,18.5,five_cheese
188,1,2015-01-03,9.75,pepperoni
188,1,2015-01-03,20.75,peppr_salami
189,2,2015-01-03,12,big_meat
189,1,2015-01-03,12.75,thai_ckn
190,1,2015-01-03,20.75,bbq_ckn
190,1,2015-01-03,14.75,four_cheese
190,1,2015-01-03,11,pep_msh_pep
190,1,2015-01-03,20.75,prsc_argla
191,1,2015-01-03,20.75,cali_ckn
191,1,2015-01-03,16.75,ckn_alfredo
192,1,2015-01-03,12.25,sicilian
192,1,2015-01-03,20.75,southw_ckn
193,1,2015-01-03,12,big_meat
193,1,2015-01-03,16.75,cali_ckn
193,2,2015-01-03,20.75,ckn_alfredo
194,1,2015-01-03,12.75,bbq_ckn
195,1,2015-01-03,20.75,bbq_ckn
196,1,2015-01-03,12.25,sicilian
196,1,2015-01-03,16.5,spicy_ital
196,1,2015-01-03,16,veggie_veg
197,1,2015-01-03,17.950000762939453,four_cheese
197,1,2015-01-03,20.5,ital_cpcllo
197,1,2015-01-03,21,ital_veggie
197,1,2015-01-03,20.75,soppressata
198,1,2015-01-03,12,big_meat
198,1,2015-01-03,20.75,ckn_alfredo
199,1,2015-01-03,16.75,ckn_alfredo
200,1,2015-01-03,25.5,the_greek
201,1,2015-01-03,16.25,calabrese
201,1,2015-01-03,20.75,ckn_pesto
201,1,2015-01-03,20.75,ital_supr
201,1,2015-01-03,25.5,the_greek
202,1,2015-01-03,12.75,cali_ckn
203,1,2015-01-04,20.75,cali_ckn
203,1,2015-01-04,16.75,ital_veggie
203,1,2015-01-04,17.5,pep_msh_pep
203,1,2015-01-04,12,the_greek
204,1,2015-01-04,20.75,spicy_ital
205,1,2015-01-04,12.75,cali_ckn
205,1,2015-01-04,16.75,ckn_alfredo
205,1,2015-01-04,12.5,prsc_argla
206,1,2015-01-04,16,napolitana
206,1,2015-01-04,9.75,pepperoni
206,1,2015-01-04,20.75,spicy_ital
207,1,2015-01-04,20.75,spicy_ital
208,1,2015-01-04,20.75,bbq_ckn
208,1,2015-01-04,12.75,bbq_ckn
208,1,2015-01-04,16.75,ckn_alfredo
208,1,2015-01-04,12.5,pepperoni
208,1,2015-01-04,16,the_greek
209,1,2015-01-04,20.75,cali_ckn
210,1,2015-01-04,12,spinach_fet
211,1,2015-01-04,9.75,pepperoni
212,1,2015-01-04,20.5,ital_cpcllo
213,1,2015-01-04,17.950000762939453,four_cheese
214,1,2015-01-04,20.5,ital_cpcllo
214,1,2015-01-04,16.5,ital_supr
214,1,2015-01-04,12,mexicana
214,1,2015-01-04,16.5,spin_pesto
215,1,2015-01-04,12,green_garden
216,1,2015-01-04,16.75,bbq_ckn
216,1,2015-01-04,18.5,five_cheese
216,1,2015-01-04,16.5,hawaiian
217,1,2015-01-04,16,classic_dlx
217,1,2015-01-04,12,spinach_fet
218,1,2015-01-04,16.5,spicy_ital
219,1,2015-01-04,20.75,bbq_ckn
219,1,2015-01-04,18.5,five_cheese
219,1,2015-01-04,16.5,peppr_salami
219,1,2015-01-04,16,spinach_fet
220,1,2015-01-04,10.5,hawaiian
220,1,2015-01-04,12,ital_cpcllo
220,1,2015-01-04,20.5,napolitana
220,1,2015-01-04,20.75,spicy_ital
221,1,2015-01-04,18.5,five_cheese
221,1,2015-01-04,16.5,prsc_argla
221,1,2015-01-04,12,the_greek
222,1,2015-01-04,17.950000762939453,four_cheese
222,1,2015-01-04,12.25,sicilian
223,1,2015-01-04,11,pep_msh_pep
224,1,2015-01-04,12.75,ckn_alfredo
224,1,2015-01-04,16.5,ital_supr
224,1,2015-01-04,16,napolitana
224,1,2015-01-04,20.75,thai_ckn
225,1,2015-01-04,20.75,bbq_ckn
225,1,2015-01-04,16.75,bbq_ckn
225,1,2015-01-04,12.75,southw_ckn
226,1,2015-01-04,20.5,classic_dlx
227,1,2015-01-04,16.75,bbq_ckn
227,1,2015-01-04,16,the_greek
228,1,2015-01-04,12.75,ital_veggie
229,1,2015-01-04,21,ital_veggie
229,1,2015-01-04,20.75,prsc_argla
229,1,2015-01-04,12.5,spin_pesto
230,1,2015-01-04,16.75,thai_ckn
231,1,2015-01-04,20.75,cali_ckn
231,1,2015-01-04,12,napolitana
231,1,2015-01-04,12.5,prsc_argla
232,1,2015-01-04,16.75,bbq_ckn
232,1,2015-01-04,20.75,spinach_supr
233,1,2015-01-04,12,spinach_fet
234,1,2015-01-04,16.75,ckn_alfredo
234,1,2015-01-04,12.5,ital_supr
234,1,2015-01-04,16,napolitana
235,1,2015-01-04,16.75,cali_ckn
236,1,2015-01-04,20.5,classic_dlx
236,1,2015-01-04,16,green_garden
237,1,2015-01-04,12,green_garden
238,1,2015-01-04,20.75,spin_pesto
239,1,2015-01-04,20.75,ital_supr
239,1,2015-01-04,16.75,thai_ckn
240,1,2015-01-04,14.75,four_cheese
241,1,2015-01-04,16.25,sicilian
241,1,2015-01-04,20.75,spinach_supr
242,1,2015-01-04,16.25,calabrese
242,1,2015-01-04,20.75,thai_ckn
242,1,2015-01-04,16,veggie_veg
243,1,2015-01-04,20.5,classic_dlx
243,1,2015-01-04,12.5,spinach_supr
244,1,2015-01-04,12.5,ital_supr
244,1,2015-01-04,20.75,spicy_ital
245,1,2015-01-04,20.75,bbq_ckn
245,1,2015-01-04,20.75,ckn_pesto
246,1,2015-01-04,16.75,ckn_alfredo
246,1,2015-01-04,15.25,pepperoni
247,1,2015-01-04,13.25,hawaiian
247,1,2015-01-04,16.25,sicilian
247,1,2015-01-04,12.5,spinach_supr
248,1,2015-01-04,10.5,hawaiian
248,1,2015-01-04,20.75,thai_ckn
249,1,2015-01-04,20.75,bbq_ckn
249,1,2015-01-04,12.25,calabrese
250,1,2015-01-04,14.75,four_cheese
251,1,2015-01-04,16,mexicana
252,1,2015-01-04,16.5,prsc_argla
253,1,2015-01-04,23.649999618530273,brie_carre
254,1,2015-01-04,20.75,bbq_ckn
254,1,2015-01-04,23.649999618530273,brie_carre
254,1,2015-01-04,18.5,five_cheese
255,1,2015-01-05,18.5,five_cheese
255,1,2015-01-05,16,green_garden
255,1,2015-01-05,16.5,hawaiian
255,1,2015-01-05,16,spinach_fet
256,1,2015-01-05,17.5,pep_msh_pep
257,1,2015-01-05,20.75,cali_ckn
257,1,2015-01-05,20.75,ckn_alfredo
258,1,2015-01-05,16,classic_dlx
259,1,2015-01-05,15.25,pepperoni
260,1,2015-01-05,18.5,five_cheese
260,1,2015-01-05,20.5,the_greek
261,1,2015-01-05,23.649999618530273,brie_carre
262,1,2015-01-05,16.75,cali_ckn
263,1,2015-01-05,20.75,spin_pesto
264,1,2015-01-05,16,mexicana
265,1,2015-01-05,16.75,ckn_alfredo
265,1,2015-01-05,20.25,mexicana
265,1,2015-01-05,16.25,sicilian
265,1,2015-01-05,20.75,spicy_ital
266,1,2015-01-05,16.5,peppr_salami
267,1,2015-01-05,17.950000762939453,four_cheese
267,1,2015-01-05,20.25,mediterraneo
267,1,2015-01-05,12,napolitana
268,1,2015-01-05,20.75,ital_supr
268,1,2015-01-05,9.75,pepperoni
269,1,2015-01-05,16.75,ckn_alfredo
270,1,2015-01-05,20.75,southw_ckn
270,1,2015-01-05,20.75,spin_pesto
270,1,2015-01-05,20.75,thai_ckn
271,1,2015-01-05,12,big_meat
271,2,2015-01-05,16.75,cali_ckn
271,2,2015-01-05,16.75,ckn_alfredo
271,2,2015-01-05,20.75,ckn_pesto
271,1,2015-01-05,16,classic_dlx
271,1,2015-01-05,16.5,ital_supr
271,1,2015-01-05,12.25,sicilian
271,1,2015-01-05,16.5,soppressata
271,1,2015-01-05,16.75,southw_ckn
271,1,2015-01-05,12,the_greek
272,1,2015-01-05,16.5,ital_supr
273,1,2015-01-05,12.5,soppressata
274,1,2015-01-05,17.950000762939453,four_cheese
274,1,2015-01-05,20.75,thai_ckn
275,1,2015-01-05,20.5,classic_dlx
275,1,2015-01-05,18.5,five_cheese
275,1,2015-01-05,9.75,pepperoni
275,1,2015-01-05,16.25,sicilian
276,1,2015-01-05,18.5,five_cheese
276,1,2015-01-05,20.75,spicy_ital
277,1,2015-01-05,14.75,four_cheese
278,1,2015-01-05,16.75,ital_veggie
278,1,2015-01-05,20.75,southw_ckn
279,1,2015-01-05,16.75,cali_ckn
279,1,2015-01-05,16.75,ckn_alfredo
280,1,2015-01-05,16.5,prsc_argla
280,1,2015-01-05,16,veggie_veg
281,1,2015-01-05,12.25,sicilian
282,1,2015-01-05,12,classic_dlx
282,1,2015-01-05,18.5,five_cheese
282,1,2015-01-05,20.75,peppr_salami
282,1,2015-01-05,20.75,spin_pesto
283,1,2015-01-05,16,napolitana
284,1,2015-01-05,14.75,four_cheese
284,1,2015-01-05,10.5,hawaiian
284,1,2015-01-05,16,napolitana
285,1,2015-01-05,20.75,prsc_argla
286,1,2015-01-05,16.5,ital_supr
286,1,2015-01-05,20.75,peppr_salami
287,1,2015-01-05,16.5,ital_supr
287,1,2015-01-05,14.5,pep_msh_pep
287,1,2015-01-05,12.5,pepperoni
287,1,2015-01-05,12.25,sicilian
288,1,2015-01-05,23.649999618530273,brie_carre
288,1,2015-01-05,20.75,prsc_argla
288,1,2015-01-05,20.75,spinach_supr
